geo,renewable,year,installed_capacity
chile,geothermal,1990,0
chile,geothermal,1995,0
chile,geothermal,2000,0
chile,geothermal,2001,0
chile,geothermal,2002,0
chile,geothermal,2003,0
chile,geothermal,2004,0
chile,geothermal,2005,0
chile,geothermal,2006,0
chile,geothermal,2007,0
chile,geothermal,2008,0
chile,geothermal,2009,0
chile,geothermal,2010,0
chile,geothermal,2011,0
chile,geothermal,2012,0
chile,geothermal,2013,0
chile,geothermal,2014,0
chile,geothermal,2015,0
chile,geothermal,2016,0
chile,geothermal,2017,24
chile,geothermal,2018,48
chile,geothermal,2019,39.7
china,geothermal,1990,29.3
china,geothermal,1995,26.3
china,geothermal,2000,21.7
china,geothermal,2001,21.7
china,geothermal,2002,21.7
china,geothermal,2003,21.7
china,geothermal,2004,21.7
china,geothermal,2005,21.7
china,geothermal,2006,21.7
china,geothermal,2007,21.7
china,geothermal,2008,24.8
china,geothermal,2009,24.8
china,geothermal,2010,24.1
china,geothermal,2011,26.2
china,geothermal,2012,26.2
china,geothermal,2013,26
china,geothermal,2014,25.95
china,geothermal,2015,25.75
china,geothermal,2016,25.75
china,geothermal,2017,25.75
china,geothermal,2018,25.75
china,geothermal,2019,25.75
costa_rica,geothermal,1990,0
costa_rica,geothermal,1995,55
costa_rica,geothermal,2000,145
costa_rica,geothermal,2001,145
costa_rica,geothermal,2002,144.7
costa_rica,geothermal,2003,162.7
costa_rica,geothermal,2004,165.7
costa_rica,geothermal,2005,165.7
costa_rica,geothermal,2006,165.7
costa_rica,geothermal,2007,165.7
costa_rica,geothermal,2008,165.7
costa_rica,geothermal,2009,165.7
costa_rica,geothermal,2010,165.7
costa_rica,geothermal,2011,217.5
costa_rica,geothermal,2012,217.5
costa_rica,geothermal,2013,217.5
costa_rica,geothermal,2014,217.5
costa_rica,geothermal,2015,217.36
costa_rica,geothermal,2016,206.86
costa_rica,geothermal,2017,206.86
costa_rica,geothermal,2018,206.86
costa_rica,geothermal,2019,261.86
croatia,geothermal,1990,0
croatia,geothermal,1995,0
croatia,geothermal,2000,0
croatia,geothermal,2001,0
croatia,geothermal,2002,0
croatia,geothermal,2003,0
croatia,geothermal,2004,0
croatia,geothermal,2005,0
croatia,geothermal,2006,0
croatia,geothermal,2007,0
croatia,geothermal,2008,0
croatia,geothermal,2009,0
croatia,geothermal,2010,0
croatia,geothermal,2011,0
croatia,geothermal,2012,0
croatia,geothermal,2013,0
croatia,geothermal,2014,0
croatia,geothermal,2015,0
croatia,geothermal,2016,0
croatia,geothermal,2017,0
croatia,geothermal,2018,10
croatia,geothermal,2019,10
el_salvador,geothermal,1990,95
el_salvador,geothermal,1995,105
el_salvador,geothermal,2000,161.2
el_salvador,geothermal,2001,161.2
el_salvador,geothermal,2002,161.2
el_salvador,geothermal,2003,161.2
el_salvador,geothermal,2004,151.2
el_salvador,geothermal,2005,151.2
el_salvador,geothermal,2006,151.2
el_salvador,geothermal,2007,204.4
el_salvador,geothermal,2008,204.4
el_salvador,geothermal,2009,204.4
el_salvador,geothermal,2010,204.4
el_salvador,geothermal,2011,151.2
el_salvador,geothermal,2012,204.4
el_salvador,geothermal,2013,204.4
el_salvador,geothermal,2014,204.4
el_salvador,geothermal,2015,204.4
el_salvador,geothermal,2016,204.4
el_salvador,geothermal,2017,204.4
el_salvador,geothermal,2018,204.4
el_salvador,geothermal,2019,204.4
ethiopia,geothermal,1990,0
ethiopia,geothermal,1995,0
ethiopia,geothermal,2000,7.3
ethiopia,geothermal,2001,7.3
ethiopia,geothermal,2002,7.3
ethiopia,geothermal,2003,7.3
ethiopia,geothermal,2004,7.3
ethiopia,geothermal,2005,7.3
ethiopia,geothermal,2006,7.3
ethiopia,geothermal,2007,7.3
ethiopia,geothermal,2008,7.3
ethiopia,geothermal,2009,7.3
ethiopia,geothermal,2010,7.3
ethiopia,geothermal,2011,7.3
ethiopia,geothermal,2012,7.3
ethiopia,geothermal,2013,7.3
ethiopia,geothermal,2014,7.3
ethiopia,geothermal,2015,7.3
ethiopia,geothermal,2016,7.3
ethiopia,geothermal,2017,7.3
ethiopia,geothermal,2018,7.3
ethiopia,geothermal,2019,7.3
france,geothermal,1990,4.2
france,geothermal,1995,4.2
france,geothermal,2000,0
france,geothermal,2001,0
france,geothermal,2002,0
france,geothermal,2003,0
france,geothermal,2004,0
france,geothermal,2005,0
france,geothermal,2006,0
france,geothermal,2007,0
france,geothermal,2008,0
france,geothermal,2009,0
france,geothermal,2010,0
france,geothermal,2011,16.3
france,geothermal,2012,15.3
france,geothermal,2013,16.3
france,geothermal,2014,16.3
france,geothermal,2015,16.3
france,geothermal,2016,15.51
france,geothermal,2017,15.9
france,geothermal,2018,15.9
france,geothermal,2019,15.9
germany,geothermal,1990,0
germany,geothermal,1995,0
germany,geothermal,2000,0
germany,geothermal,2001,0
germany,geothermal,2002,0
germany,geothermal,2003,0
germany,geothermal,2004,0.2
germany,geothermal,2005,0.2
germany,geothermal,2006,0.2
germany,geothermal,2007,3
germany,geothermal,2008,3
germany,geothermal,2009,8
germany,geothermal,2010,8
germany,geothermal,2011,8
germany,geothermal,2012,12
germany,geothermal,2013,24
germany,geothermal,2014,29
germany,geothermal,2015,29
germany,geothermal,2016,33
germany,geothermal,2017,32
germany,geothermal,2018,36
germany,geothermal,2019,42
guatemala,geothermal,1990,0
guatemala,geothermal,1995,0
guatemala,geothermal,2000,29
guatemala,geothermal,2001,29
guatemala,geothermal,2002,29
guatemala,geothermal,2003,29
guatemala,geothermal,2004,29
guatemala,geothermal,2005,29
guatemala,geothermal,2006,54.2
guatemala,geothermal,2007,54.2
guatemala,geothermal,2008,54.2
guatemala,geothermal,2009,54.2
guatemala,geothermal,2010,54.2
guatemala,geothermal,2011,54.2
guatemala,geothermal,2012,54.2
guatemala,geothermal,2013,49.2
guatemala,geothermal,2014,49.2
guatemala,geothermal,2015,49.2
guatemala,geothermal,2016,49.2
guatemala,geothermal,2017,49.2
guatemala,geothermal,2018,49.2
guatemala,geothermal,2019,52
honduras,geothermal,1990,0
honduras,geothermal,1995,0
honduras,geothermal,2000,0
honduras,geothermal,2001,0
honduras,geothermal,2002,0
honduras,geothermal,2003,0
honduras,geothermal,2004,0
honduras,geothermal,2005,0
honduras,geothermal,2006,0
honduras,geothermal,2007,0
honduras,geothermal,2008,0
honduras,geothermal,2009,0
honduras,geothermal,2010,0
honduras,geothermal,2011,0
honduras,geothermal,2012,0
honduras,geothermal,2013,0
honduras,geothermal,2014,0
honduras,geothermal,2015,0
honduras,geothermal,2016,0
honduras,geothermal,2017,35
honduras,geothermal,2018,35
honduras,geothermal,2019,35
iceland,geothermal,1990,44.8
iceland,geothermal,1995,49.6
iceland,geothermal,2000,172
iceland,geothermal,2001,202
iceland,geothermal,2002,202
iceland,geothermal,2003,202
iceland,geothermal,2004,202
iceland,geothermal,2005,232
iceland,geothermal,2006,422
iceland,geothermal,2007,485
iceland,geothermal,2008,575
iceland,geothermal,2009,575
iceland,geothermal,2010,575
iceland,geothermal,2011,665
iceland,geothermal,2012,665
iceland,geothermal,2013,665
iceland,geothermal,2014,665
iceland,geothermal,2015,665
iceland,geothermal,2016,663
iceland,geothermal,2017,708
iceland,geothermal,2018,753
iceland,geothermal,2019,753
indonesia,geothermal,2000,525
indonesia,geothermal,2001,785
indonesia,geothermal,2002,785
indonesia,geothermal,2003,805
indonesia,geothermal,2004,820
indonesia,geothermal,2005,850
indonesia,geothermal,2006,850
indonesia,geothermal,2007,980
indonesia,geothermal,2008,1052
indonesia,geothermal,2009,1189
indonesia,geothermal,2010,1189
indonesia,geothermal,2011,1226
indonesia,geothermal,2012,1336
indonesia,geothermal,2013,1343.5
indonesia,geothermal,2014,1403.5
indonesia,geothermal,2015,1438.5
indonesia,geothermal,2016,1643.5
indonesia,geothermal,2017,1808.5
indonesia,geothermal,2018,1945.5
indonesia,geothermal,2019,2130.5
italy,geothermal,1990,545
italy,geothermal,1995,631.7
italy,geothermal,2000,590
italy,geothermal,2001,573
italy,geothermal,2002,666
italy,geothermal,2003,707
italy,geothermal,2004,642
italy,geothermal,2005,671
italy,geothermal,2006,671
italy,geothermal,2007,671
italy,geothermal,2008,671
italy,geothermal,2009,695
italy,geothermal,2010,728
italy,geothermal,2011,728
italy,geothermal,2012,728
italy,geothermal,2013,729
italy,geothermal,2014,768
italy,geothermal,2015,768
italy,geothermal,2016,767
italy,geothermal,2017,767.19
italy,geothermal,2018,767.19
italy,geothermal,2019,800
japan,geothermal,1990,214.6
japan,geothermal,1995,413.7
japan,geothermal,2000,533
japan,geothermal,2001,533
japan,geothermal,2002,533
japan,geothermal,2003,535
japan,geothermal,2004,535
japan,geothermal,2005,535
japan,geothermal,2006,532
japan,geothermal,2007,532
japan,geothermal,2008,532
japan,geothermal,2009,535
japan,geothermal,2010,537
japan,geothermal,2011,537
japan,geothermal,2012,512
japan,geothermal,2013,512
japan,geothermal,2014,508
japan,geothermal,2015,516
japan,geothermal,2016,526
japan,geothermal,2017,481
japan,geothermal,2018,482
japan,geothermal,2019,525
kenya,geothermal,1990,45
kenya,geothermal,1995,45
kenya,geothermal,2000,58
kenya,geothermal,2001,58
kenya,geothermal,2002,58
kenya,geothermal,2003,58
kenya,geothermal,2004,128
kenya,geothermal,2005,128
kenya,geothermal,2006,128
kenya,geothermal,2007,128
kenya,geothermal,2008,128
kenya,geothermal,2009,163
kenya,geothermal,2010,198
kenya,geothermal,2011,198
kenya,geothermal,2012,205.5
kenya,geothermal,2013,205.5
kenya,geothermal,2014,366.1
kenya,geothermal,2015,618.9
kenya,geothermal,2016,662.9
kenya,geothermal,2017,672.9
kenya,geothermal,2018,663
kenya,geothermal,2019,823
mexico,geothermal,1990,743
mexico,geothermal,1995,743
mexico,geothermal,2000,855
mexico,geothermal,2001,838
mexico,geothermal,2002,843
mexico,geothermal,2003,960
mexico,geothermal,2004,960
mexico,geothermal,2005,960
mexico,geothermal,2006,960
mexico,geothermal,2007,960
mexico,geothermal,2008,963
mexico,geothermal,2009,965
mexico,geothermal,2010,965
mexico,geothermal,2011,887
mexico,geothermal,2012,824
mexico,geothermal,2013,823
mexico,geothermal,2014,813
mexico,geothermal,2015,906
mexico,geothermal,2016,926
mexico,geothermal,2017,925.7
mexico,geothermal,2018,950.6
mexico,geothermal,2019,935.6
new_zealand,geothermal,1990,261
new_zealand,geothermal,1995,265
new_zealand,geothermal,2000,418
new_zealand,geothermal,2001,417
new_zealand,geothermal,2002,373
new_zealand,geothermal,2003,378
new_zealand,geothermal,2004,378
new_zealand,geothermal,2005,433
new_zealand,geothermal,2006,433
new_zealand,geothermal,2007,451
new_zealand,geothermal,2008,593
new_zealand,geothermal,2009,633
new_zealand,geothermal,2010,731
new_zealand,geothermal,2011,731
new_zealand,geothermal,2012,731
new_zealand,geothermal,2013,813
new_zealand,geothermal,2014,924
new_zealand,geothermal,2015,941
new_zealand,geothermal,2016,941
new_zealand,geothermal,2017,941
new_zealand,geothermal,2018,965
new_zealand,geothermal,2019,965
nicaragua,geothermal,1990,35
nicaragua,geothermal,1995,70
nicaragua,geothermal,2000,21
nicaragua,geothermal,2001,26
nicaragua,geothermal,2002,77.5
nicaragua,geothermal,2003,77.5
nicaragua,geothermal,2004,77.5
nicaragua,geothermal,2005,87.5
nicaragua,geothermal,2006,87.5
nicaragua,geothermal,2007,87.5
nicaragua,geothermal,2008,87.5
nicaragua,geothermal,2009,87.5
nicaragua,geothermal,2010,87.5
nicaragua,geothermal,2011,87.5
nicaragua,geothermal,2012,164.5
nicaragua,geothermal,2013,154.5
nicaragua,geothermal,2014,154.5
nicaragua,geothermal,2015,154.5
nicaragua,geothermal,2016,154.5
nicaragua,geothermal,2017,154.5
nicaragua,geothermal,2018,154.5
nicaragua,geothermal,2019,153.24
other_asia_pacific,geothermal,1990,0.5
other_asia_pacific,geothermal,1995,0.5
other_asia_pacific,geothermal,2000,0.5
other_asia_pacific,geothermal,2001,0.5
other_asia_pacific,geothermal,2002,0.5
other_asia_pacific,geothermal,2003,0.4
other_asia_pacific,geothermal,2004,0.4
other_asia_pacific,geothermal,2005,0.5
other_asia_pacific,geothermal,2006,0.4
other_asia_pacific,geothermal,2007,0.4
other_asia_pacific,geothermal,2008,0.4
other_asia_pacific,geothermal,2009,0.4
other_asia_pacific,geothermal,2010,0.4
other_asia_pacific,geothermal,2011,0.4
other_asia_pacific,geothermal,2012,0.4
other_asia_pacific,geothermal,2013,0.4
other_asia_pacific,geothermal,2014,0.4
other_asia_pacific,geothermal,2015,0.4
other_asia_pacific,geothermal,2016,0.4
other_asia_pacific,geothermal,2017,0.4
other_asia_pacific,geothermal,2018,0.33
other_asia_pacific,geothermal,2019,1.16
other_europe,geothermal,1990,0
other_europe,geothermal,1995,0
other_europe,geothermal,2000,0
other_europe,geothermal,2001,0
other_europe,geothermal,2002,2
other_europe,geothermal,2003,2
other_europe,geothermal,2004,2
other_europe,geothermal,2005,0.9
other_europe,geothermal,2006,0.9
other_europe,geothermal,2007,0.9
other_europe,geothermal,2008,0.9
other_europe,geothermal,2009,0.9
other_europe,geothermal,2010,0.9
other_europe,geothermal,2011,0.9
other_europe,geothermal,2012,0.9
other_europe,geothermal,2013,0.9
other_europe,geothermal,2014,0.965
other_europe,geothermal,2015,0.965
other_europe,geothermal,2016,0.974
other_europe,geothermal,2017,3.965
other_europe,geothermal,2018,3.965
other_europe,geothermal,2019,3.965
other_s_and_cent_america,geothermal,1990,0
other_s_and_cent_america,geothermal,1995,0
other_s_and_cent_america,geothermal,2000,4.6
other_s_and_cent_america,geothermal,2001,4.6
other_s_and_cent_america,geothermal,2002,4.6
other_s_and_cent_america,geothermal,2003,4.6
other_s_and_cent_america,geothermal,2004,4.6
other_s_and_cent_america,geothermal,2005,15.6
other_s_and_cent_america,geothermal,2006,15.6
other_s_and_cent_america,geothermal,2007,15.6
other_s_and_cent_america,geothermal,2008,15.6
other_s_and_cent_america,geothermal,2009,15
other_s_and_cent_america,geothermal,2010,15
other_s_and_cent_america,geothermal,2011,15
other_s_and_cent_america,geothermal,2012,15
other_s_and_cent_america,geothermal,2013,15
other_s_and_cent_america,geothermal,2014,11.5
other_s_and_cent_america,geothermal,2015,14.5
other_s_and_cent_america,geothermal,2016,14.5
other_s_and_cent_america,geothermal,2017,15
other_s_and_cent_america,geothermal,2018,15
other_s_and_cent_america,geothermal,2019,15
papua_new_guinea,geothermal,1990,0
papua_new_guinea,geothermal,1995,0
papua_new_guinea,geothermal,2000,0
papua_new_guinea,geothermal,2001,0
papua_new_guinea,geothermal,2002,0
papua_new_guinea,geothermal,2003,6
papua_new_guinea,geothermal,2004,6
papua_new_guinea,geothermal,2005,36
papua_new_guinea,geothermal,2006,36
papua_new_guinea,geothermal,2007,56
papua_new_guinea,geothermal,2008,56
papua_new_guinea,geothermal,2009,56
papua_new_guinea,geothermal,2010,56
papua_new_guinea,geothermal,2011,56
papua_new_guinea,geothermal,2012,56
papua_new_guinea,geothermal,2013,56
papua_new_guinea,geothermal,2014,56
papua_new_guinea,geothermal,2015,56
papua_new_guinea,geothermal,2016,56
papua_new_guinea,geothermal,2017,56
papua_new_guinea,geothermal,2018,56
papua_new_guinea,geothermal,2019,56
philippines,geothermal,1990,888
philippines,geothermal,1995,1154
philippines,geothermal,2000,1846.5
philippines,geothermal,2001,1846.5
philippines,geothermal,2002,1846.5
philippines,geothermal,2003,1846.5
philippines,geothermal,2004,1846.5
philippines,geothermal,2005,1846.5
philippines,geothermal,2006,1846.5
philippines,geothermal,2007,1846.5
philippines,geothermal,2008,1846.5
philippines,geothermal,2009,1846.5
philippines,geothermal,2010,1846.5
philippines,geothermal,2011,1846.5
philippines,geothermal,2012,1846.5
philippines,geothermal,2013,1846.5
philippines,geothermal,2014,1916.1
philippines,geothermal,2015,1916.1
philippines,geothermal,2016,1916.1
philippines,geothermal,2017,1916.1
philippines,geothermal,2018,1928.1
philippines,geothermal,2019,1928.1
portugal,geothermal,1990,3
portugal,geothermal,1995,5
portugal,geothermal,2000,14
portugal,geothermal,2001,14
portugal,geothermal,2002,14
portugal,geothermal,2003,14
portugal,geothermal,2004,14
portugal,geothermal,2005,14
portugal,geothermal,2006,25
portugal,geothermal,2007,25
portugal,geothermal,2008,25
portugal,geothermal,2009,25
portugal,geothermal,2010,25
portugal,geothermal,2011,25
portugal,geothermal,2012,25
portugal,geothermal,2013,25
portugal,geothermal,2014,25
portugal,geothermal,2015,25
portugal,geothermal,2016,25
portugal,geothermal,2017,29.1
portugal,geothermal,2018,29.1
portugal,geothermal,2019,29.1
russian_federation,geothermal,1990,11
russian_federation,geothermal,1995,11
russian_federation,geothermal,2000,23
russian_federation,geothermal,2001,21
russian_federation,geothermal,2002,70
russian_federation,geothermal,2003,70
russian_federation,geothermal,2004,56
russian_federation,geothermal,2005,79
russian_federation,geothermal,2006,87
russian_federation,geothermal,2007,90
russian_federation,geothermal,2008,80
russian_federation,geothermal,2009,81
russian_federation,geothermal,2010,81
russian_federation,geothermal,2011,81
russian_federation,geothermal,2012,81
russian_federation,geothermal,2013,79
russian_federation,geothermal,2014,78
russian_federation,geothermal,2015,78
russian_federation,geothermal,2016,78
russian_federation,geothermal,2017,74
russian_federation,geothermal,2018,74
russian_federation,geothermal,2019,74
total_africa,geothermal,1990,45
total_africa,geothermal,1995,45
total_africa,geothermal,2000,65.3
total_africa,geothermal,2001,65.3
total_africa,geothermal,2002,65.3
total_africa,geothermal,2003,65.3
total_africa,geothermal,2004,135.3
total_africa,geothermal,2005,135.3
total_africa,geothermal,2006,135.3
total_africa,geothermal,2007,135.3
total_africa,geothermal,2008,135.3
total_africa,geothermal,2009,170.3
total_africa,geothermal,2010,205.3
total_africa,geothermal,2011,205.3
total_africa,geothermal,2012,212.8
total_africa,geothermal,2013,212.8
total_africa,geothermal,2014,373.4
total_africa,geothermal,2015,626.2
total_africa,geothermal,2016,670.2
total_africa,geothermal,2017,680.2
total_africa,geothermal,2018,670.3
total_africa,geothermal,2019,830.3
total_asia_pacific,geothermal,1990,1393.4
total_asia_pacific,geothermal,1995,1859.5
total_asia_pacific,geothermal,2000,3344.7
total_asia_pacific,geothermal,2001,3603.7
total_asia_pacific,geothermal,2002,3559.7
total_asia_pacific,geothermal,2003,3592.6
total_asia_pacific,geothermal,2004,3607.6
total_asia_pacific,geothermal,2005,3722.7
total_asia_pacific,geothermal,2006,3719.6
total_asia_pacific,geothermal,2007,3887.6
total_asia_pacific,geothermal,2008,4104.7
total_asia_pacific,geothermal,2009,4284.7
total_asia_pacific,geothermal,2010,4384
total_asia_pacific,geothermal,2011,4423.1
total_asia_pacific,geothermal,2012,4508.1
total_asia_pacific,geothermal,2013,4597.4
total_asia_pacific,geothermal,2014,4833.95
total_asia_pacific,geothermal,2015,4893.75
total_asia_pacific,geothermal,2016,5108.75
total_asia_pacific,geothermal,2017,5228.75
total_asia_pacific,geothermal,2018,5402.68
total_asia_pacific,geothermal,2019,5631.51
total_cis,geothermal,2000,23
total_cis,geothermal,2001,21
total_cis,geothermal,2002,70
total_cis,geothermal,2003,70
total_cis,geothermal,2004,56
total_cis,geothermal,2005,79
total_cis,geothermal,2006,87
total_cis,geothermal,2007,90
total_cis,geothermal,2008,80
total_cis,geothermal,2009,81
total_cis,geothermal,2010,81
total_cis,geothermal,2011,81
total_cis,geothermal,2012,81
total_cis,geothermal,2013,79
total_cis,geothermal,2014,78
total_cis,geothermal,2015,78
total_cis,geothermal,2016,78
total_cis,geothermal,2017,78
total_cis,geothermal,2018,78
total_cis,geothermal,2019,74
total_europe,geothermal,1990,617.6
total_europe,geothermal,1995,710.9
total_europe,geothermal,2000,794
total_europe,geothermal,2001,807
total_europe,geothermal,2002,902
total_europe,geothermal,2003,940
total_europe,geothermal,2004,875.2
total_europe,geothermal,2005,933.1
total_europe,geothermal,2006,1142.1
total_europe,geothermal,2007,1207.9
total_europe,geothermal,2008,1304.9
total_europe,geothermal,2009,1380.9
total_europe,geothermal,2010,1430.9
total_europe,geothermal,2011,1557.2
total_europe,geothermal,2012,1608.2
total_europe,geothermal,2013,1771.2
total_europe,geothermal,2014,1909.265
total_europe,geothermal,2015,2128.265
total_europe,geothermal,2016,2325.484
total_europe,geothermal,2017,2619.855
total_europe,geothermal,2018,2897.655
total_europe,geothermal,2019,3168.665
total_north_america,geothermal,1990,3656.5
total_north_america,geothermal,1995,3913.96
total_north_america,geothermal,2000,3648
total_north_america,geothermal,2001,3054
total_north_america,geothermal,2002,3095
total_north_america,geothermal,2003,3093
total_north_america,geothermal,2004,3112
total_north_america,geothermal,2005,3245
total_north_america,geothermal,2006,3234
total_north_america,geothermal,2007,3174
total_north_america,geothermal,2008,3192
total_north_america,geothermal,2009,3347
total_north_america,geothermal,2010,3370
total_north_america,geothermal,2011,3296
total_north_america,geothermal,2012,3416
total_north_america,geothermal,2013,3430
total_north_america,geothermal,2014,3327
total_north_america,geothermal,2015,3448
total_north_america,geothermal,2016,3443
total_north_america,geothermal,2017,3408.7
total_north_america,geothermal,2018,3491.1
total_north_america,geothermal,2019,3490.9
total_s_cent_america,geothermal,1990,130
total_s_cent_america,geothermal,1995,230
total_s_cent_america,geothermal,2000,360.8
total_s_cent_america,geothermal,2001,365.8
total_s_cent_america,geothermal,2002,417
total_s_cent_america,geothermal,2003,435
total_s_cent_america,geothermal,2004,428
total_s_cent_america,geothermal,2005,449
total_s_cent_america,geothermal,2006,474.2
total_s_cent_america,geothermal,2007,527.4
total_s_cent_america,geothermal,2008,527.4
total_s_cent_america,geothermal,2009,526.8
total_s_cent_america,geothermal,2010,526.8
total_s_cent_america,geothermal,2011,525.4
total_s_cent_america,geothermal,2012,655.6
total_s_cent_america,geothermal,2013,640.6
total_s_cent_america,geothermal,2014,637.1
total_s_cent_america,geothermal,2015,639.96
total_s_cent_america,geothermal,2016,629.46
total_s_cent_america,geothermal,2017,688.96
total_s_cent_america,geothermal,2018,712.96
total_s_cent_america,geothermal,2019,761.2
total_world,geothermal,1975,1300
total_world,geothermal,1980,3887
total_world,geothermal,1985,4764
total_world,geothermal,1990,5853.5
total_world,geothermal,1995,6770.36
total_world,geothermal,2000,8235.8
total_world,geothermal,2001,7916.8
total_world,geothermal,2002,8109
total_world,geothermal,2003,8195.9
total_world,geothermal,2004,8214.1
total_world,geothermal,2005,8564.1
total_world,geothermal,2006,8792.2
total_world,geothermal,2007,9022.2
total_world,geothermal,2008,9344.3
total_world,geothermal,2009,9790.7
total_world,geothermal,2010,9998
total_world,geothermal,2011,10088
total_world,geothermal,2012,10481.7
total_world,geothermal,2013,10731
total_world,geothermal,2014,11158.715
total_world,geothermal,2015,11814.175
total_world,geothermal,2016,12254.894
total_world,geothermal,2017,12704.465
total_world,geothermal,2018,13252.695
total_world,geothermal,2019,13930.575
turkey,geothermal,1990,20.6
turkey,geothermal,1995,20.4
turkey,geothermal,2000,18
turkey,geothermal,2001,18
turkey,geothermal,2002,18
turkey,geothermal,2003,15
turkey,geothermal,2004,15
turkey,geothermal,2005,15
turkey,geothermal,2006,23
turkey,geothermal,2007,23
turkey,geothermal,2008,30
turkey,geothermal,2009,77
turkey,geothermal,2010,94
turkey,geothermal,2011,114
turkey,geothermal,2012,162
turkey,geothermal,2013,311
turkey,geothermal,2014,405
turkey,geothermal,2015,624
turkey,geothermal,2016,821
turkey,geothermal,2017,1063.7
turkey,geothermal,2018,1282.5
turkey,geothermal,2019,1514.7
us,geothermal,1990,2913.5
us,geothermal,1995,3170.96
us,geothermal,2000,2793
us,geothermal,2001,2216
us,geothermal,2002,2252
us,geothermal,2003,2133
us,geothermal,2004,2152
us,geothermal,2005,2285
us,geothermal,2006,2274
us,geothermal,2007,2214
us,geothermal,2008,2229
us,geothermal,2009,2382
us,geothermal,2010,2405
us,geothermal,2011,2409
us,geothermal,2012,2592
