geo,renewable,year,installed_capacity
south_africa,solar,2017,2486.396
south_africa,solar,2018,2958.766
south_africa,solar,2019,3060.692
south_korea,solar,1996,0
south_korea,solar,1997,0
south_korea,solar,1998,0
south_korea,solar,1999,0
south_korea,solar,2000,4
south_korea,solar,2001,5
south_korea,solar,2002,5
south_korea,solar,2003,6
south_korea,solar,2004,9
south_korea,solar,2005,14
south_korea,solar,2006,36
south_korea,solar,2007,81
south_korea,solar,2008,357
south_korea,solar,2009,524
south_korea,solar,2010,650
south_korea,solar,2011,730.2
south_korea,solar,2012,1024.2
south_korea,solar,2013,1555.2
south_korea,solar,2014,2481.2
south_korea,solar,2015,3615.2
south_korea,solar,2016,4502.2
south_korea,solar,2017,5835.2
south_korea,solar,2018,7129.859
south_korea,solar,2019,10505.102
spain,solar,1996,1
spain,solar,1997,1
spain,solar,1998,1
spain,solar,1999,2
spain,solar,2000,10
spain,solar,2001,13
spain,solar,2002,17
spain,solar,2003,22
spain,solar,2004,33
spain,solar,2005,52
spain,solar,2006,141
spain,solar,2007,505
spain,solar,2008,3445
spain,solar,2009,3705
spain,solar,2010,4605
spain,solar,2011,5432
spain,solar,2012,6569
spain,solar,2013,6994
spain,solar,2014,7001.063
spain,solar,2015,7008.063
spain,solar,2016,7017.063
spain,solar,2017,7027.063
spain,solar,2018,7067.567
spain,solar,2019,11064.567
sweden,solar,1996,2
sweden,solar,1997,2
sweden,solar,1998,2
sweden,solar,1999,3
sweden,solar,2000,3
sweden,solar,2001,3
sweden,solar,2002,3
sweden,solar,2003,4
sweden,solar,2004,4
sweden,solar,2005,4
sweden,solar,2006,5
sweden,solar,2007,6
sweden,solar,2008,8
sweden,solar,2009,9
sweden,solar,2010,11
sweden,solar,2011,12
sweden,solar,2012,24
sweden,solar,2013,43
sweden,solar,2014,60
sweden,solar,2015,104
sweden,solar,2016,153
sweden,solar,2017,402
sweden,solar,2018,492
sweden,solar,2019,644.22
switzerland,solar,1996,8
switzerland,solar,1997,10
switzerland,solar,1998,12
switzerland,solar,1999,13
switzerland,solar,2000,16
switzerland,solar,2001,18
switzerland,solar,2002,20
switzerland,solar,2003,22
switzerland,solar,2004,24
switzerland,solar,2005,28
switzerland,solar,2006,30
switzerland,solar,2007,37
switzerland,solar,2008,49
switzerland,solar,2009,79
switzerland,solar,2010,125
switzerland,solar,2011,223
switzerland,solar,2012,437
switzerland,solar,2013,756
switzerland,solar,2014,1061
switzerland,solar,2015,1394
switzerland,solar,2016,1664
switzerland,solar,2017,1906
switzerland,solar,2018,2171
switzerland,solar,2019,2524
taiwan,solar,1996,0
taiwan,solar,1997,0
taiwan,solar,1998,0
taiwan,solar,1999,0
taiwan,solar,2000,0.1
taiwan,solar,2001,0.2
taiwan,solar,2002,0.3
taiwan,solar,2003,0.5
taiwan,solar,2004,0.6
taiwan,solar,2005,1
taiwan,solar,2006,1.4
taiwan,solar,2007,2.4
taiwan,solar,2008,5.6
taiwan,solar,2009,9.5
taiwan,solar,2010,22
taiwan,solar,2011,117.9
taiwan,solar,2012,222.5
taiwan,solar,2013,392
taiwan,solar,2014,620.2
taiwan,solar,2015,842.2
taiwan,solar,2016,1245
taiwan,solar,2017,1767.7
taiwan,solar,2018,2738.116
taiwan,solar,2019,4149.536
thailand,solar,1996,0
thailand,solar,1997,0
thailand,solar,1998,0
thailand,solar,1999,0
thailand,solar,2000,0
thailand,solar,2001,0
thailand,solar,2002,0
thailand,solar,2003,0
thailand,solar,2004,0
thailand,solar,2005,0
thailand,solar,2006,30.41
thailand,solar,2007,32.25
thailand,solar,2008,32.35
thailand,solar,2009,37
thailand,solar,2010,48.6
thailand,solar,2011,78.7
thailand,solar,2012,381.7
thailand,solar,2013,828.5
thailand,solar,2014,1303.5
thailand,solar,2015,1424.6
thailand,solar,2016,2451.1
thailand,solar,2017,2702.26
thailand,solar,2018,2967.44
thailand,solar,2019,2987.44
total_africa,solar,1996,1.01242522
total_africa,solar,1997,3.03727566
total_africa,solar,1998,5.06212609
total_africa,solar,1999,8.09940175
total_africa,solar,2000,10.989
total_africa,solar,2001,13.091
total_africa,solar,2002,15.305
total_africa,solar,2003,18.081
total_africa,solar,2004,21.936
total_africa,solar,2005,25.678
total_africa,solar,2006,31.515
total_africa,solar,2007,41.116
total_africa,solar,2008,53.601
total_africa,solar,2009,64.619
total_africa,solar,2010,149.545
total_africa,solar,2011,200.157
total_africa,solar,2012,256.685
total_africa,solar,2013,565.969
total_africa,solar,2014,1551.526
total_africa,solar,2015,2056.099
total_africa,solar,2016,3202.311
total_africa,solar,2017,4051.795
total_africa,solar,2018,5968.104
total_africa,solar,2019,7236.395
total_asia_pacific,solar,1996,77
total_asia_pacific,solar,1997,112.5
total_asia_pacific,solar,1998,162
total_asia_pacific,solar,1999,246
total_asia_pacific,solar,2000,396.3
total_asia_pacific,solar,2001,535.3
total_asia_pacific,solar,2002,745.9
total_asia_pacific,solar,2003,989.7
total_asia_pacific,solar,2004,1285.2
total_asia_pacific,solar,2005,1659.2
total_asia_pacific,solar,2006,2029.5
total_asia_pacific,solar,2007,2353.838
total_asia_pacific,solar,2008,2939.09
total_asia_pacific,solar,2009,4033.997
total_asia_pacific,solar,2010,6593.653
total_asia_pacific,solar,2011,12095.44
total_asia_pacific,solar,2012,19802.929
total_asia_pacific,solar,2013,39145.391
total_asia_pacific,solar,2014,61781.107
total_asia_pacific,solar,2015,90696.241
total_asia_pacific,solar,2016,143277.398
total_asia_pacific,solar,2017,214083.788
total_asia_pacific,solar,2018,286040.05
total_asia_pacific,solar,2019,346440.998
total_cis,solar,1996,0
total_cis,solar,1997,0
total_cis,solar,1998,0
total_cis,solar,1999,0
total_cis,solar,2000,0
total_cis,solar,2001,0
total_cis,solar,2002,0
total_cis,solar,2003,0
total_cis,solar,2004,0
total_cis,solar,2005,0
total_cis,solar,2006,0
total_cis,solar,2007,0.1
total_cis,solar,2008,0.1
total_cis,solar,2009,0.1
total_cis,solar,2010,0.31
total_cis,solar,2011,1.023
total_cis,solar,2012,1.093
total_cis,solar,2013,3.759
total_cis,solar,2014,13.57
total_cis,solar,2015,124.506
total_cis,solar,2016,162.1
total_cis,solar,2017,368.17
total_cis,solar,2018,800.302
total_cis,solar,2019,1696.576
total_europe,solar,1996,66.9
total_europe,solar,1997,87.3
total_europe,solar,1998,105.4
total_europe,solar,1999,131.5
total_europe,solar,2000,199.848
total_europe,solar,2001,300.458
total_europe,solar,2002,386.522
total_europe,solar,2003,625.893
total_europe,solar,2004,1338.213
total_europe,solar,2005,2318.626
total_europe,solar,2006,3281.451
total_europe,solar,2007,5055.606
total_europe,solar,2008,10524.467
total_europe,solar,2009,17127.928
total_europe,solar,2010,30888.052
total_europe,solar,2011,54772.491
total_europe,solar,2012,73862.346
total_europe,solar,2013,84333.538
total_europe,solar,2014,91227.032
total_europe,solar,2015,99916.251
total_europe,solar,2016,107006.014
total_europe,solar,2017,116027.92
total_europe,solar,2018,126663.192
total_europe,solar,2019,146666.221
total_middle_east,solar,1996,0
total_middle_east,solar,1997,0.3
total_middle_east,solar,1998,0.3
total_middle_east,solar,1999,0.4
total_middle_east,solar,2000,0.4
total_middle_east,solar,2001,0.4
total_middle_east,solar,2002,0.4
total_middle_east,solar,2003,0.4
total_middle_east,solar,2004,0.4
total_middle_east,solar,2005,1.4
total_middle_east,solar,2006,1.7
total_middle_east,solar,2007,2.3
total_middle_east,solar,2008,10.4
total_middle_east,solar,2009,42.2
total_middle_east,solar,2010,90.9
total_middle_east,solar,2011,214.5
total_middle_east,solar,2012,275.1
total_middle_east,solar,2013,617.6
total_middle_east,solar,2014,905.217
total_middle_east,solar,2015,1103.18
total_middle_east,solar,2016,1588.573
total_middle_east,solar,2017,2281.031
total_middle_east,solar,2018,3311.634
total_middle_east,solar,2019,5582.502
total_north_america,solar,1996,26.9
total_north_america,solar,1997,28.6
total_north_america,solar,1998,32.2
total_north_america,solar,1999,35.6
total_north_america,solar,2000,39.5
total_north_america,solar,2001,45.9
total_north_america,solar,2002,54
total_north_america,solar,2003,101
total_north_america,solar,2004,141
total_north_america,solar,2005,223
total_north_america,solar,2006,332
total_north_america,solar,2007,500
total_north_america,solar,2008,805
total_north_america,solar,2009,1308
total_north_america,solar,2010,2290
total_north_america,solar,2011,3918
total_north_america,solar,2012,8154
total_north_america,solar,2013,14337
total_north_america,solar,2014,19610
total_north_america,solar,2015,26132
total_north_america,solar,2016,37765.6
total_north_america,solar,2017,46701.74
total_north_america,solar,2018,58838.5
total_north_america,solar,2019,70048.108
total_s_cent_america,solar,1996,0
total_s_cent_america,solar,1997,0
total_s_cent_america,solar,1998,0
total_s_cent_america,solar,1999,2
total_s_cent_america,solar,2000,4.3
total_s_cent_america,solar,2001,6.8
total_s_cent_america,solar,2002,9.3
total_s_cent_america,solar,2003,11.4
total_s_cent_america,solar,2004,13.7
total_s_cent_america,solar,2005,16.3
total_s_cent_america,solar,2006,22.3
total_s_cent_america,solar,2007,29.2
total_s_cent_america,solar,2008,38.6
total_s_cent_america,solar,2009,62.2
total_s_cent_america,solar,2010,116.9
total_s_cent_america,solar,2011,168.5
total_s_cent_america,solar,2012,324.1
total_s_cent_america,solar,2013,454.5
total_s_cent_america,solar,2014,926.238
total_s_cent_america,solar,2015,1959.525
total_s_cent_america,solar,2016,2813.658
total_s_cent_america,solar,2017,5035.675
total_s_cent_america,solar,2018,7119.174
total_s_cent_america,solar,2019,8750.49
total_world,solar,1996,171.81242522
total_world,solar,1997,231.73727566
total_world,solar,1998,304.96212609
total_world,solar,1999,423.59940175
total_world,solar,2000,651.337
total_world,solar,2001,901.949
total_world,solar,2002,1211.427
total_world,solar,2003,1746.474
total_world,solar,2004,2800.449
total_world,solar,2005,4244.204
total_world,solar,2006,5698.466
total_world,solar,2007,7982.16
total_world,solar,2008,14371.258
total_world,solar,2009,22639.044
total_world,solar,2010,40129.36
total_world,solar,2011,71370.111
total_world,solar,2012,102676.253
total_world,solar,2013,139457.757
total_world,solar,2014,176014.69
total_world,solar,2015,221987.802
total_world,solar,2016,295815.654
total_world,solar,2017,388550.119
total_world,solar,2018,488740.956
total_world,solar,2019,586421.29
turkey,solar,1996,0
turkey,solar,1997,0
turkey,solar,1998,0
turkey,solar,1999,0
turkey,solar,2000,0.1
turkey,solar,2001,0.3
turkey,solar,2002,0.6
turkey,solar,2003,1
turkey,solar,2004,1.5
turkey,solar,2005,2
turkey,solar,2006,2.5
turkey,solar,2007,3
turkey,solar,2008,3.7
turkey,solar,2009,4.7
turkey,solar,2010,5.7
turkey,solar,2011,6.7
turkey,solar,2012,11.7
turkey,solar,2013,18.7
turkey,solar,2014,41
turkey,solar,2015,250
turkey,solar,2016,834
turkey,solar,2017,3421.7
turkey,solar,2018,5063.9
turkey,solar,2019,5996.2
ukraine,solar,1996,0
ukraine,solar,1997,0
ukraine,solar,1998,0
ukraine,solar,1999,0
ukraine,solar,2000,0
ukraine,solar,2001,0
ukraine,solar,2002,0
ukraine,solar,2003,0
ukraine,solar,2004,0
ukraine,solar,2005,0
ukraine,solar,2006,0
ukraine,solar,2007,0
ukraine,solar,2008,0
ukraine,solar,2009,0
ukraine,solar,2010,2.5
ukraine,solar,2011,188.2
ukraine,solar,2012,371.6
ukraine,solar,2013,748.4
ukraine,solar,2014,819.1
ukraine,solar,2015,841.2
ukraine,solar,2016,954.7
ukraine,solar,2017,1200
ukraine,solar,2018,2002.688
ukraine,solar,2019,5935.688
united_arab_emirates,solar,1996,0
united_arab_emirates,solar,1997,0
united_arab_emirates,solar,1998,0
united_arab_emirates,solar,1999,0
united_arab_emirates,solar,2000,0
united_arab_emirates,solar,2001,0
united_arab_emirates,solar,2002,0
united_arab_emirates,solar,2003,0
united_arab_emirates,solar,2004,0
united_arab_emirates,solar,2005,0
united_arab_emirates,solar,2006,0
united_arab_emirates,solar,2007,0
united_arab_emirates,solar,2008,0
united_arab_emirates,solar,2009,10
united_arab_emirates,solar,2010,10.8
united_arab_emirates,solar,2011,12.6
united_arab_emirates,solar,2012,14.4
united_arab_emirates,solar,2013,130
united_arab_emirates,solar,2014,134.329
united_arab_emirates,solar,2015,134.659
united_arab_emirates,solar,2016,141.959
united_arab_emirates,solar,2017,354.759
united_arab_emirates,solar,2018,593.659
united_arab_emirates,solar,2019,1883.359
united_kingdom,solar,1996,0.2
united_kingdom,solar,1997,0.4
united_kingdom,solar,1998,0.5
united_kingdom,solar,1999,0.9
united_kingdom,solar,2000,2
united_kingdom,solar,2001,3
united_kingdom,solar,2002,4
united_kingdom,solar,2003,6
united_kingdom,solar,2004,8
united_kingdom,solar,2005,11
united_kingdom,solar,2006,14
united_kingdom,solar,2007,18
united_kingdom,solar,2008,23
united_kingdom,solar,2009,27
united_kingdom,solar,2010,95
united_kingdom,solar,2011,1000
united_kingdom,solar,2012,1753
united_kingdom,solar,2013,2937
united_kingdom,solar,2014,5528
united_kingdom,solar,2015,9601.219
united_kingdom,solar,2016,11930.48
united_kingdom,solar,2017,12781.793
united_kingdom,solar,2018,13118.344
united_kingdom,solar,2019,13398.3
us,solar,1996,13.9
us,solar,1997,14.6
us,solar,1998,15.2
us,solar,1999,16.6
us,solar,2000,18.5
us,solar,2001,21.9
us,solar,2002,28
us,solar,2003,73
us,solar,2004,111
us,solar,2005,190
us,solar,2006,295
us,solar,2007,455
us,solar,2008,753
us,solar,2009,1188
us,solar,2010,2040
us,solar,2011,3382
us,solar,2012,7328
us,solar,2013,13045
us,solar,2014,17651
us,solar,2015,23442
us,solar,2016,34716
us,solar,2017,43115
us,solar,2018,53183.5
us,solar,2019,62297.9
argentina,wind,1997,9
argentina,wind,1998,14
argentina,wind,1999,14
argentina,wind,2000,14.1
argentina,wind,2001,24.8
argentina,wind,2002,25.8
argentina,wind,2003,25.7
argentina,wind,2004,27.8
argentina,wind,2005,27.8
argentina,wind,2006,27.8
argentina,wind,2007,27.8
argentina,wind,2008,27.8
argentina,wind,2009,27.8
argentina,wind,2010,27.8
argentina,wind,2011,59.6
argentina,wind,2012,137
argentina,wind,2013,190
argentina,wind,2014,215.2
argentina,wind,2015,215.214
argentina,wind,2016,215.292
argentina,wind,2017,257.202
argentina,wind,2018,750.092
argentina,wind,2019,1609.409
australia,wind,1997,4
australia,wind,1998,10
australia,wind,1999,10
australia,wind,2000,33
australia,wind,2001,76
australia,wind,2002,106
australia,wind,2003,190
australia,wind,2004,379
australia,wind,2005,740
australia,wind,2006,819
australia,wind,2007,1249
australia,wind,2008,1441
australia,wind,2009,1703
australia,wind,2010,1864
australia,wind,2011,2127
australia,wind,2012,2561
australia,wind,2013,3221
australia,wind,2014,3797
australia,wind,2015,4234
australia,wind,2016,4327
australia,wind,2017,4816
australia,wind,2018,5818
australia,wind,2019,7272
austria,wind,1997,20
austria,wind,1998,30
austria,wind,1999,42
austria,wind,2000,50
austria,wind,2001,67
austria,wind,2002,109
austria,wind,2003,322
austria,wind,2004,581
austria,wind,2005,825.219
austria,wind,2006,968.269
austria,wind,2007,991.159
austria,wind,2008,991.974
austria,wind,2009,1000.985
austria,wind,2010,1015.828
austria,wind,2011,1105.966
austria,wind,2012,1337.15
austria,wind,2013,1674.538
austria,wind,2014,2110.275
austria,wind,2015,2488.726
austria,wind,2016,2729.996
austria,wind,2017,2886.698
austria,wind,2018,3132.713
austria,wind,2019,3159
belgium,wind,1997,9
belgium,wind,1998,10
belgium,wind,1999,11
belgium,wind,2000,14
belgium,wind,2001,26
belgium,wind,2002,31
belgium,wind,2003,67
belgium,wind,2004,96
belgium,wind,2005,167
belgium,wind,2006,212
belgium,wind,2007,276
belgium,wind,2008,324
belgium,wind,2009,608
belgium,wind,2010,912
belgium,wind,2011,1069
belgium,wind,2012,1370
belgium,wind,2013,1780
belgium,wind,2014,1944
belgium,wind,2015,2176
belgium,wind,2016,2370
belgium,wind,2017,2796.5
belgium,wind,2018,3260.7
belgium,wind,2019,3779.7
brazil,wind,1997,4
brazil,wind,1998,19
brazil,wind,1999,22
brazil,wind,2000,22
brazil,wind,2001,24
brazil,wind,2002,22
brazil,wind,2003,24
brazil,wind,2004,24
brazil,wind,2005,29
brazil,wind,2006,237
brazil,wind,2007,247
brazil,wind,2008,398
brazil,wind,2009,602
brazil,wind,2010,927
brazil,wind,2011,1426
brazil,wind,2012,1894
brazil,wind,2013,2202
brazil,wind,2014,4888
brazil,wind,2015,7633
brazil,wind,2016,10124
brazil,wind,2017,12294
brazil,wind,2018,14832.793
brazil,wind,2019,15363.988
bulgaria,wind,1997,0
bulgaria,wind,1998,0
bulgaria,wind,1999,0
bulgaria,wind,2000,0
bulgaria,wind,2001,0
bulgaria,wind,2002,0
bulgaria,wind,2003,0
bulgaria,wind,2004,1
bulgaria,wind,2005,8
bulgaria,wind,2006,27
bulgaria,wind,2007,30
bulgaria,wind,2008,114
bulgaria,wind,2009,333
bulgaria,wind,2010,488
bulgaria,wind,2011,541
bulgaria,wind,2012,677
bulgaria,wind,2013,683
bulgaria,wind,2014,699
bulgaria,wind,2015,699
bulgaria,wind,2016,699
bulgaria,wind,2017,698.39
bulgaria,wind,2018,698.92
bulgaria,wind,2019,698.92
canada,wind,1997,26
canada,wind,1998,83
canada,wind,1999,126
canada,wind,2000,139
canada,wind,2001,214
canada,wind,2002,270
canada,wind,2003,351
canada,wind,2004,444
canada,wind,2005,677
canada,wind,2006,1423
canada,wind,2007,1840
canada,wind,2008,2336
canada,wind,2009,3282
canada,wind,2010,3967
canada,wind,2011,5265
canada,wind,2012,6201
canada,wind,2013,7801
canada,wind,2014,9694
canada,wind,2015,11214
canada,wind,2016,11973
canada,wind,2017,12403
canada,wind,2018,12816
canada,wind,2019,13413
chile,wind,1997,0
chile,wind,1998,0
chile,wind,1999,0
chile,wind,2000,0
chile,wind,2001,2
chile,wind,2002,2
chile,wind,2003,2
chile,wind,2004,2
chile,wind,2005,2
chile,wind,2006,2
chile,wind,2007,20
chile,wind,2008,20
chile,wind,2009,163
chile,wind,2010,163
chile,wind,2011,184
chile,wind,2012,202
chile,wind,2013,301
chile,wind,2014,736
chile,wind,2015,910
chile,wind,2016,1039
chile,wind,2017,1305
chile,wind,2018,1524
chile,wind,2019,1620.074
china,wind,1997,146
china,wind,1998,200
china,wind,1999,262
china,wind,2000,341
china,wind,2001,383
china,wind,2002,449
china,wind,2003,547
china,wind,2004,763
china,wind,2005,1060
china,wind,2006,2070
china,wind,2007,4200
china,wind,2008,8387.728
china,wind,2009,17599.408
china,wind,2010,29633.478
china,wind,2011,46354.6
china,wind,2012,61596.873
china,wind,2013,76730.53
china,wind,2014,96819.13
china,wind,2015,131047.73
china,wind,2016,148516.89
china,wind,2017,164374.477
china,wind,2018,184664.877
china,wind,2019,210478.38
costa_rica,wind,1997,23
costa_rica,wind,1998,27
costa_rica,wind,1999,35
costa_rica,wind,2000,42.5
costa_rica,wind,2001,62.3
costa_rica,wind,2002,62.3
costa_rica,wind,2003,68.6
costa_rica,wind,2004,68.6
costa_rica,wind,2005,68.6
costa_rica,wind,2006,68.6
costa_rica,wind,2007,69.9
costa_rica,wind,2008,69.9
costa_rica,wind,2009,119.6
costa_rica,wind,2010,119.6
costa_rica,wind,2011,132.8
costa_rica,wind,2012,148.1
costa_rica,wind,2013,148.1
costa_rica,wind,2014,196.5
costa_rica,wind,2015,278.14
costa_rica,wind,2016,319.14
costa_rica,wind,2017,378
costa_rica,wind,2018,407.77
costa_rica,wind,2019,410.92
denmark,wind,1997,1116
denmark,wind,1998,1420
denmark,wind,1999,1738
denmark,wind,2000,2390
denmark,wind,2001,2497.2
denmark,wind,2002,2894.5
denmark,wind,2003,3119.9
denmark,wind,2004,3123.7
denmark,wind,2005,3127.8
denmark,wind,2006,3135.7
denmark,wind,2007,3124.2
denmark,wind,2008,3162.9
denmark,wind,2009,3482.1
denmark,wind,2010,3801.8
denmark,wind,2011,3952
denmark,wind,2012,4161.9
denmark,wind,2013,4819.1
denmark,wind,2014,4886.6
denmark,wind,2015,5076.976
denmark,wind,2016,5245.563
denmark,wind,2017,5489.64
denmark,wind,2018,6120.624
denmark,wind,2019,6116.624
egypt,wind,1997,6
egypt,wind,1998,6
egypt,wind,1999,36
egypt,wind,2000,69
egypt,wind,2001,69
egypt,wind,2002,69
egypt,wind,2003,69
egypt,wind,2004,145
egypt,wind,2005,145
egypt,wind,2006,230
egypt,wind,2007,310
egypt,wind,2008,390
egypt,wind,2009,435
egypt,wind,2010,550
egypt,wind,2011,550
egypt,wind,2012,550
egypt,wind,2013,550
egypt,wind,2014,550
egypt,wind,2015,750
egypt,wind,2016,750
egypt,wind,2017,750
egypt,wind,2018,1125
egypt,wind,2019,1375
finland,wind,1997,12
finland,wind,1998,18
finland,wind,1999,39
finland,wind,2000,38
finland,wind,2001,39
finland,wind,2002,43
finland,wind,2003,52
finland,wind,2004,82
finland,wind,2005,82
finland,wind,2006,86
finland,wind,2007,110
finland,wind,2008,143
finland,wind,2009,147
finland,wind,2010,197
finland,wind,2011,199
finland,wind,2012,257
finland,wind,2013,447
finland,wind,2014,627
finland,wind,2015,1005
finland,wind,2016,1565
finland,wind,2017,2044
finland,wind,2018,2041
finland,wind,2019,2281.55
france,wind,1997,13
france,wind,1998,21
france,wind,1999,25
france,wind,2000,38
france,wind,2001,66
france,wind,2002,138
france,wind,2003,218
france,wind,2004,358
france,wind,2005,690
france,wind,2006,1412
france,wind,2007,2223
france,wind,2008,3403
france,wind,2009,4582
france,wind,2010,5912
france,wind,2011,6758.016
france,wind,2012,7607.496
france,wind,2013,8155.961
france,wind,2014,9201.425
france,wind,2015,10298.18
france,wind,2016,11566.564
france,wind,2017,13499.357
france,wind,2018,14900.146
france,wind,2019,16260.146
germany,wind,1997,2089
germany,wind,1998,2877
germany,wind,1999,4435
germany,wind,2000,6095
germany,wind,2001,8754
germany,wind,2002,12001
germany,wind,2003,14381
germany,wind,2004,16419
germany,wind,2005,18248
germany,wind,2006,20474
germany,wind,2007,22116
germany,wind,2008,22794
germany,wind,2009,25732
germany,wind,2010,26903
germany,wind,2011,28712
germany,wind,2012,30979
germany,wind,2013,33477
germany,wind,2014,38614
germany,wind,2015,44580
germany,wind,2016,49435
germany,wind,2017,55580
germany,wind,2018,58843
germany,wind,2019,60822
greece,wind,1997,29
greece,wind,1998,38.1
greece,wind,1999,105.8
greece,wind,2000,226
greece,wind,2001,270
greece,wind,2002,287
greece,wind,2003,371
greece,wind,2004,470
greece,wind,2005,491
greece,wind,2006,749
greece,wind,2007,846
greece,wind,2008,1022
greece,wind,2009,1171
greece,wind,2010,1298
greece,wind,2011,1640
greece,wind,2012,1753
greece,wind,2013,1809
greece,wind,2014,1978
greece,wind,2015,2091
greece,wind,2016,2370
greece,wind,2017,2624
greece,wind,2018,2877.495
greece,wind,2019,3547.495
india,wind,1997,940
india,wind,1998,992
india,wind,1999,1035
india,wind,2000,1267
india,wind,2001,1456
india,wind,2002,1702
india,wind,2003,2125
india,wind,2004,3000
india,wind,2005,4433.9
india,wind,2006,6315
india,wind,2007,7844.5
india,wind,2008,10242.5
india,wind,2009,10925
india,wind,2010,13184
india,wind,2011,16179
india,wind,2012,17299.7
india,wind,2013,18420.4
india,wind,2014,22465.3
india,wind,2015,25088.19
india,wind,2016,28700.44
india,wind,2017,32848.46
india,wind,2018,35288.1
india,wind,2019,37505.18
iran,wind,1997,9
iran,wind,1998,9
iran,wind,1999,9
iran,wind,2000,11
iran,wind,2001,11
iran,wind,2002,12
iran,wind,2003,16
iran,wind,2004,24.9
iran,wind,2005,37
iran,wind,2006,47
iran,wind,2007,63
iran,wind,2008,63
iran,wind,2009,92
iran,wind,2010,95
iran,wind,2011,98.2
iran,wind,2012,106.1
iran,wind,2013,107.6
iran,wind,2014,148.8
iran,wind,2015,153.44
iran,wind,2016,190.94
iran,wind,2017,259
iran,wind,2018,282
iran,wind,2019,302.2
ireland,wind,1997,53
ireland,wind,1998,64
ireland,wind,1999,74
ireland,wind,2000,116.5
ireland,wind,2001,122.9
ireland,wind,2002,134.8
ireland,wind,2003,210.3
ireland,wind,2004,336.4
ireland,wind,2005,493.3
ireland,wind,2006,676.5
ireland,wind,2007,740.5
ireland,wind,2008,942.3
ireland,wind,2009,1251.3
ireland,wind,2010,1390.4
ireland,wind,2011,1584.6
ireland,wind,2012,1704.4
ireland,wind,2013,2008.2
ireland,wind,2014,2283.3
ireland,wind,2015,2451.151
ireland,wind,2016,2785.951
ireland,wind,2017,3317.951
ireland,wind,2018,3676.134
ireland,wind,2019,4172.1
italy,wind,1997,103
italy,wind,1998,197
italy,wind,1999,277
italy,wind,2000,363
italy,wind,2001,664
italy,wind,2002,780
italy,wind,2003,874
italy,wind,2004,1127
italy,wind,2005,1635
italy,wind,2006,1902
italy,wind,2007,2702
italy,wind,2008,3525
italy,wind,2009,4879
italy,wind,2010,5794
italy,wind,2011,6918
italy,wind,2012,8102
italy,wind,2013,8542
italy,wind,2014,8683
italy,wind,2015,9137
italy,wind,2016,9384
italy,wind,2017,9736.578
italy,wind,2018,10230.246
